                    
Epoch: [17][100/695] Loss 2.4693e+00 Acc@1  0.45 IoU  0.44 AP50  0.52						
Epoch: [17][150/695] Loss 2.4735e+00 Acc@1  0.46 IoU  0.45 AP50  0.52						
Epoch: [17][200/695] Loss 2.4802e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][250/695] Loss 2.4792e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][300/695] Loss 2.4807e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][350/695] Loss 2.4781e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][400/695] Loss 2.4825e+00 Acc@1  0.46 IoU  0.44 AP50  0.51						
Epoch: [17][450/695] Loss 2.4808e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][500/695] Loss 2.4821e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][550/695] Loss 2.4849e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [17][600/695] Loss 2.4824e+00 Acc@1  0.46 IoU  0.44 AP50  0.53						
Epoch: [17][650/695] Loss 2.4799e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
                    
Test: [ 0/97] Acc@1  0.50 IoU  0.48 AP50  0.60						
Test: [50/97] Acc@1  0.32 IoU  0.33 AP50  0.40						
                    
Epoch: [18][ 0/695] Loss 2.7427e+00 Acc@1  0.18 IoU  0.29 AP50  0.36						
Epoch: [18][ 50/695] Loss 2.4957e+00 Acc@1  0.46 IoU  0.43 AP50  0.51						
Epoch: [18][100/695] Loss 2.4923e+00 Acc@1  0.47 IoU  0.44 AP50  0.52						
Epoch: [18][150/695] Loss 2.4838e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [18][200/695] Loss 2.4801e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][250/695] Loss 2.4731e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][300/695] Loss 2.4710e+00 Acc@1  0.46 IoU  0.45 AP50  0.53						
Epoch: [18][350/695] Loss 2.4746e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][400/695] Loss 2.4735e+00 Acc@1  0.46 IoU  0.45 AP50  0.53						
Epoch: [18][450/695] Loss 2.4795e+00 Acc@1  0.46 IoU  0.45 AP50  0.53						
Epoch: [18][500/695] Loss 2.4778e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][550/695] Loss 2.4769e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][600/695] Loss 2.4766e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [18][650/695] Loss 2.4797e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
                    
Test: [ 0/97] Acc@1  0.50 IoU  0.48 AP50  0.60						
Test: [50/97] Acc@1  0.33 IoU  0.34 AP50  0.41						
                    
                    
Epoch: [19][ 0/695] Loss 2.5978e+00 Acc@1  0.42 IoU  0.42 AP50  0.50						
Epoch: [19][ 50/695] Loss 2.4937e+00 Acc@1  0.46 IoU  0.44 AP50  0.51						
Epoch: [19][100/695] Loss 2.4895e+00 Acc@1  0.46 IoU  0.43 AP50  0.51						
Epoch: [19][150/695] Loss 2.4865e+00 Acc@1  0.46 IoU  0.44 AP50  0.51						
Epoch: [19][200/695] Loss 2.4824e+00 Acc@1  0.45 IoU  0.43 AP50  0.51						
Epoch: [19][250/695] Loss 2.4831e+00 Acc@1  0.45 IoU  0.44 AP50  0.51						
Epoch: [19][300/695] Loss 2.4797e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [19][350/695] Loss 2.4777e+00 Acc@1  0.46 IoU  0.43 AP50  0.51						
Epoch: [19][400/695] Loss 2.4767e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [19][450/695] Loss 2.4777e+00 Acc@1  0.46 IoU  0.44 AP50  0.52						
Epoch: [19][500/695] Loss 2.4762e+00 Acc@1  0.47 IoU  0.44 AP50  0.52						
Epoch: [19][550/695] Loss 2.4750e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [19][600/695] Loss 2.4760e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
Epoch: [19][650/695] Loss 2.4766e+00 Acc@1  0.47 IoU  0.45 AP50  0.53						
                    
Test: [ 0/97] Acc@1  0.50 IoU  0.48 AP50  0.60						
Test: [50/97] Acc@1  0.33 IoU  0.34 AP50  0.41						
=> Evaluating best model                    
Test: [ 0/97] Acc@1  0.50 IoU  0.48 AP50  0.60						
Test: [50/97] Acc@1  0.31 IoU  0.34 AP50  0.41						
                    
AP50 on validation set is 44.42						
IoU on validation set is 36.76						
Top1 Acc on validation set is 34.65						
